G,Date,Start (ET),Venue,Opponent,Result,Tm,Opp,W,L,Streak,Attend.,LOG,Season,Team
49,2025-02-02,3:30p,Home,Los Angeles Clippers,W,115,108,16,33,W 1,18874,2:04,2024,TOR
50,2025-02-04,7:30p,Home,New York Knicks,L,115,121,16,34,L 1,17398,2:15,2024,TOR
51,2025-02-05,7:30p,Home,Memphis Grizzlies,L,107,138,16,35,L 2,18337,2:13,2024,TOR
52,2025-02-07,8:00p,Away,Oklahoma City Thunder,L,109,121,16,36,L 3,18203,2:18,2024,TOR
53,2025-02-09,2:00p,Away,Houston Rockets,L,87,94,16,37,L 4,16829,2:18,2024,TOR
54,2025-02-11,7:00p,Away,Philadelphia 76ers,W,106,103,17,37,W 1,19767,2:08,2024,TOR
55,2025-02-12,7:30p,Home,Cleveland Cavaliers,L,108,131,17,38,L 1,16549,2:05,2024,TOR
56,2025-02-21,7:30p,Home,Miami Heat,L,111,120,17,39,L 2,19584,2:19,2024,TOR
57,2025-02-23,6:00p,Home,Phoenix Suns,W,127,109,18,39,W 1,18989,2:15,2024,TOR
58,2025-02-25,7:00p,Home,Boston Celtics,L,101,111,18,40,L 1,18134,2:02,2024,TOR
59,2025-02-26,7:00p,Away,Indiana Pacers,L,91,111,18,41,L 2,16596,2:05,2024,TOR
60,2025-02-28,8:00p,Away,Chicago Bulls,L,115,125,18,42,L 3,20938,2:34,2024,TOR
61,2025-03-02,6:00p,Away,Orlando Magic,W,104,102,19,42,W 1,19015,2:38,2024,TOR
62,2025-03-04,7:00p,Away,Orlando Magic,W,114,113,20,42,W 2,17406,2:42,2024,TOR
63,2025-03-07,7:30p,Home,Utah Jazz,W,118,109,21,42,W 3,18258,2:19,2024,TOR
64,2025-03-08,7:30p,Home,Washington Wizards,L,117,118,21,43,L 1,19042,2:19,2024,TOR
65,2025-03-10,7:30p,Home,Washington Wizards,W,119,104,22,43,W 1,18739,2:06,2024,TOR
66,2025-03-12,7:30p,Home,Philadelphia 76ers,W,118,105,23,43,W 2,18864,2:10,2024,TOR
67,2025-03-14,9:30p,Away,Utah Jazz,W,126,118,24,43,W 3,18175,2:22,2024,TOR
68,2025-03-16,6:00p,Away,Portland Trail Blazers,L,102,105,24,44,L 1,18154,2:15,2024,TOR
69,2025-03-17,10:00p,Away,Phoenix Suns,L,89,129,24,45,L 2,17071,2:03,2024,TOR
70,2025-03-20,10:00p,Away,Golden State Warriors,L,114,117,24,46,L 3,18064,2:23,2024,TOR
71,2025-03-23,6:00p,Home,San Antonio Spurs,L,89,123,24,47,L 4,18276,2:07,2024,TOR
72,2025-03-24,7:00p,Away,Washington Wizards,W,112,104,25,47,W 1,13532,2:16,2024,TOR
73,2025-03-26,7:30p,Away,Brooklyn Nets,W,116,86,26,47,W 2,16413,2:13,2024,TOR
74,2025-03-28,7:30p,Home,Charlotte Hornets,W,108,97,27,47,W 3,19276,2:03,2024,TOR
75,2025-03-30,7:30p,Away,Philadelphia 76ers,W,127,109,28,47,W 4,19785,2:01,2024,TOR
76,2025-04-01,8:00p,Away,Chicago Bulls,L,118,137,28,48,L 1,20005,2:01,2024,TOR
77,2025-04-03,7:30p,Home,Portland Trail Blazers,L,103,112,28,49,L 2,18548,2:02,2024,TOR
78,2025-04-04,7:30p,Home,Detroit Pistons,L,105,117,28,50,L 3,19491,2:15,2024,TOR
79,2025-04-06,3:30p,Away,Brooklyn Nets,W,120,109,29,50,W 1,17007,2:12,2024,TOR
80,2025-04-09,7:30p,Home,Charlotte Hornets,W,126,96,30,50,W 2,19800,1:57,2024,TOR
81,2025-04-11,8:30p,Away,Dallas Mavericks,L,102,124,30,51,L 1,20177,1:58,2024,TOR
82,2025-04-13,3:30p,Away,San Antonio Spurs,L,118,125,30,52,L 2,18672,2:14,2024,TOR
1,2024-10-23,7:30p,Away,Atlanta Hawks,L,116,120,0,1,L 1,17548,2:33,2024,BRK
2,2024-10-25,7:00p,Away,Orlando Magic,L,101,116,0,2,L 2,19087,2:31,2024,BRK
3,2024-10-27,6:00p,Home,Milwaukee Bucks,W,115,102,1,2,W 1,17926,2:19,2024,BRK
4,2024-10-29,7:30p,Home,Denver Nuggets,L,139,144,1,3,L 1,17926,2:46,2024,BRK
5,2024-10-30,8:00p,Away,Memphis Grizzlies,W,119,106,2,3,W 1,14745,2:26,2024,BRK
6,2024-11-01,7:30p,Home,Chicago Bulls,W,120,112,3,3,W 2,17977,2:07,2024,BRK
7,2024-11-03,3:30p,Home,Detroit Pistons,L,92,106,3,4,L 1,17086,2:22,2024,BRK
8,2024-11-04,8:00p,Home,Memphis Grizzlies,W,106,104,4,4,W 1,18088,2:14,2024,BRK
9,2024-11-08,7:30p,Away,Boston Celtics,L,104,108,4,5,L 1,19156,2:26,2024,BRK
10,2024-11-09,7:30p,Away,Cleveland Cavaliers,L,100,105,4,6,L 2,19432,2:17,2024,BRK
11,2024-11-11,8:00p,Away,New Orleans Pelicans,W,107,105,5,6,W 1,16895,2:18,2024,BRK
12,2024-11-13,7:30p,Home,Boston Celtics,L,114,139,5,7,L 1,18112,2:10,2024,BRK
13,2024-11-15,7:30p,Away,New York Knicks,L,122,124,5,8,L 2,19812,2:43,2024,BRK
14,2024-11-17,7:00p,Away,New York Knicks,L,104,114,5,9,L 3,19812,2:20,2024,BRK
15,2024-11-19,7:30p,Home,Charlotte Hornets,W,116,115,6,9,W 1,18117,2:32,2024,BRK
16,2024-11-22,7:00p,Away,Philadelphia 76ers,L,98,113,6,10,L 1,19817,2:06,2024,BRK
17,2024-11-24,9:00p,Away,Sacramento Kings,W,108,103,7,10,W 1,16750,2:24,2024,BRK
18,2024-11-25,10:00p,Away,Golden State Warriors,W,128,120,8,10,W 2,18064,2:22,2024,BRK
19,2024-11-27,9:00p,Away,Phoenix Suns,W,127,117,9,10,W 3,17071,2:23,2024,BRK
20,2024-11-29,7:30p,Home,Orlando Magic,L,100,123,9,11,L 1,18143,2:13,2024,BRK
21,2024-12-01,3:30p,Home,Orlando Magic,L,92,100,9,12,L 2,16505,2:36,2024,BRK
22,2024-12-02,8:00p,Away,Chicago Bulls,L,102,128,9,13,L 3,19131,2:09,2024,BRK
23,2024-12-04,7:30p,Home,Indiana Pacers,W,99,90,10,13,W 1,16748,2:16,2024,BRK
24,2024-12-08,3:30p,Home,Milwaukee Bucks,L,113,118,10,14,L 1,17926,2:19,2024,BRK
25,2024-12-13,8:00p,Away,Memphis Grizzlies,L,119,135,10,15,L 2,15983,2:26,2024,BRK
26,2024-12-16,7:30p,Home,Cleveland Cavaliers,L,101,130,10,16,L 3,16588,2:18,2024,BRK
27,2024-12-19,7:30p,Away,Toronto Raptors,W,101,94,11,16,W 1,19214,2:20,2024,BRK
28,2024-12-21,7:30p,Home,Utah Jazz,L,94,105,11,17,L 1,17926,2:06,2024,BRK
29,2024-12-23,7:30p,Away,Miami Heat,L,95,110,11,18,L 2,19832,2:10,2024,BRK
30,2024-12-26,8:00p,Away,Milwaukee Bucks,W,111,105,12,18,W 1,17957,2:16,2024,BRK
31,2024-12-27,7:30p,Home,San Antonio Spurs,L,87,96,12,19,L 1,17990,2:20,2024,BRK
32,2024-12-29,3:30p,Away,Orlando Magic,L,101,102,12,20,L 2,19397,2:26,2024,BRK
33,2025-01-01,7:30p,Away,Toronto Raptors,L,113,130,12,21,L 3,19104,2:10,2024,BRK
34,2025-01-02,8:00p,Away,Milwaukee Bucks,W,113,110,13,21,W 1,17341,2:27,2024,BRK
35,2025-01-04,6:00p,Home,Philadelphia 76ers,L,94,123,13,22,L 1,17926,2:16,2024,BRK
36,2025-01-06,7:30p,Home,Indiana Pacers,L,99,113,13,23,L 2,16088,2:12,2024,BRK
37,2025-01-08,7:30p,Home,Detroit Pistons,L,98,113,13,24,L 3,16098,2:07,2024,BRK
38,2025-01-10,9:00p,Away,Denver Nuggets,L,105,124,13,25,L 4,19959,2:20,2024,BRK
39,2025-01-12,8:00p,Away,Utah Jazz,L,111,112,13,26,L 5,18175,2:44,2024,BRK
40,2025-01-14,10:00p,Away,Portland Trail Blazers,W,132,114,14,26,W 1,16127,2:13,2024,BRK
41,2025-01-15,10:30p,Away,Los Angeles Clippers,L,67,126,14,27,L 1,13091,2:17,2024,BRK
42,2025-01-17,10:30p,Away,Los Angeles Lakers,L,101,102,14,28,L 2,18473,2:03,2024,BRK
43,2025-01-19,7:00p,Away,Oklahoma City Thunder,L,101,127,14,29,L 3,18203,2:03,2024,BRK
44,2025-01-21,7:30p,Home,New York Knicks,L,95,99,14,30,L 4,17926,2:26,2024,BRK
45,2025-01-22,7:30p,Home,Phoenix Suns,L,84,108,14,31,L 5,17077,2:03,2024,BRK
46,2025-01-25,6:00p,Home,Miami Heat,L,97,106,14,32,L 6,17962,2:49,2024,BRK
47,2025-01-27,7:30p,Home,Sacramento Kings,L,96,110,14,33,L 7,16093,2:18,2024,BRK
48,2025-01-29,7:00p,Away,Charlotte Hornets,W,104,83,15,33,W 1,14307,2:09,2024,BRK
49,2025-02-01,8:00p,Away,Houston Rockets,W,110,98,16,33,W 2,18055,2:12,2024,BRK
50,2025-02-04,7:30p,Home,Houston Rockets,W,99,97,17,33,W 3,16564,2:22,2024,BRK
51,2025-02-05,7:30p,Home,Washington Wizards,L,102,119,17,34,L 1,16035,2:11,2024,BRK
52,2025-02-07,7:30p,Home,Miami Heat,W,102,86,18,34,W 1,17926,2:11,2024,BRK
53,2025-02-10,7:30p,Home,Charlotte Hornets,W,97,89,19,34,W 2,16013,2:14,2024,BRK
54,2025-02-12,7:30p,Home,Philadelphia 76ers,W,100,96,20,34,W 3,16133,2:16,2024,BRK
55,2025-02-20,7:30p,Home,Cleveland Cavaliers,L,97,110,20,35,L 1,17926,2:19,2024,BRK
56,2025-02-22,7:30p,Away,Philadelphia 76ers,W,105,103,21,35,W 1,20431,2:14,2024,BRK
57,2025-02-24,7:00p,Away,Washington Wizards,L,99,107,21,36,L 1,13785,2:34,2024,BRK
58,2025-02-26,7:30p,Home,Oklahoma City Thunder,L,121,129,21,37,L 2,17926,2:30,2024,BRK
59,2025-02-28,7:30p,Home,Portland Trail Blazers,L,102,121,21,38,L 3,18018,2:20,2024,BRK
60,2025-03-01,7:00p,Away,Detroit Pistons,L,94,115,21,39,L 4,20062,2:23,2024,BRK
61,2025-03-04,8:30p,Away,San Antonio Spurs,L,113,127,21,40,L 5,16703,2:05,2024,BRK
62,2025-03-06,7:30p,Home,Golden State Warriors,L,119,121,21,41,L 6,18413,2:30,2024,BRK
63,2025-03-08,6:00p,Away,Charlotte Hornets,L,102,105,21,42,L 7,18652,2:11,2024,BRK
64,2025-03-10,7:30p,Home,Los Angeles Lakers,W,111,108,22,42,W 1,18215,2:18,2024,BRK
65,2025-03-11,7:00p,Away,Cleveland Cavaliers,L,104,109,22,43,L 1,19432,2:13,2024,BRK
66,2025-03-13,8:00p,Away,Chicago Bulls,L,110,116,22,44,L 2,21647,2:14,2024,BRK
67,2025-03-15,6:00p,Home,Boston Celtics,L,113,115,22,45,L 3,18016,2:10,2024,BRK
68,2025-03-16,6:00p,Home,Atlanta Hawks,W,122,114,23,45,W 1,17926,2:21,2024,BRK
69,2025-03-18,7:30p,Away,Boston Celtics,L,96,104,23,46,L 1,19156,2:08,2024,BRK
70,2025-03-20,7:00p,Away,Indiana Pacers,L,99,105,23,47,L 2,15008,2:37,2024,BRK
71,2025-03-22,5:00p,Away,Indiana Pacers,L,103,108,23,48,L 3,17274,2:23,2024,BRK
72,2025-03-24,7:30p,Home,Dallas Mavericks,L,101,120,23,49,L 4,16434,1:58,2024,BRK
73,2025-03-26,7:30p,Home,Toronto Raptors,L,86,116,23,50,L 5,16413,2:13,2024,BRK
74,2025-03-28,7:30p,Home,Los Angeles Clippers,L,100,132,23,51,L 6,17926,2:16,2024,BRK
75,2025-03-29,7:00p,Away,Washington Wizards,W,115,112,24,51,W 1,16316,2:20,2024,BRK
76,2025-03-31,8:30p,Away,Dallas Mavericks,W,113,109,25,51,W 2,19790,2:17,2024,BRK
77,2025-04-03,7:30p,Home,Minnesota Timberwolves,L,90,105,25,52,L 1,17926,2:11,2024,BRK
78,2025-04-06,3:30p,Home,Toronto Raptors,L,109,120,25,53,L 2,17007,2:12,2024,BRK
79,2025-04-08,7:30p,Home,New Orleans Pelicans,W,119,114,26,53,W 1,16407,2:11,2024,BRK
80,2025-04-10,7:30p,Home,Atlanta Hawks,L,109,133,26,54,L 1,17926,2:15,2024,BRK
81,2025-04-11,9:00p,Away,Minnesota Timberwolves,L,91,117,26,55,L 2,18978,2:09,2024,BRK
82,2025-04-13,1:00p,Home,New York Knicks,L,105,113,26,56,L 3,17926,2:22,2024,BRK
1,2024-10-23,7:30p,Home,Milwaukee Bucks,L,109,124,0,1,L 1,19754,2:28,2024,PHI
2,2024-10-25,7:00p,Away,Toronto Raptors,L,107,115,0,2,L 2,18345,2:47,2024,PHI
3,2024-10-27,3:30p,Away,Indiana Pacers,W,118,114,1,2,W 1,17274,2:52,2024,PHI
4,2024-10-30,7:00p,Home,Detroit Pistons,L,95,105,1,3,L 1,19759,2:15,2024,PHI
5,2024-11-02,7:30p,Home,Memphis Grizzlies,L,107,124,1,4,L 2,20066,2:12,2024,PHI
6,2024-11-04,10:15p,Away,Phoenix Suns,L,116,118,1,5,L 3,17071,2:18,2024,PHI
7,2024-11-06,10:00p,Away,Los Angeles Clippers,L,98,110,1,6,L 4,15627,2:21,2024,PHI
8,2024-11-08,10:00p,Away,Los Angeles Lakers,L,106,116,1,7,L 5,18485,2:15,2024,PHI
9,2024-11-10,7:00p,Home,Charlotte Hornets,W,107,105,2,7,W 1,19764,2:47,2024,PHI
10,2024-11-12,7:30p,Home,New York Knicks,L,99,111,2,8,L 1,19758,2:24,2024,PHI
11,2024-11-13,7:30p,Home,Cleveland Cavaliers,L,106,114,2,9,L 2,19777,1:59,2024,PHI
12,2024-11-15,7:00p,Away,Orlando Magic,L,86,98,2,10,L 3,17843,2:25,2024,PHI
13,2024-11-18,7:30p,Away,Miami Heat,L,89,106,2,11,L 4,19608,2:10,2024,PHI
14,2024-11-20,8:00p,Away,Memphis Grizzlies,L,111,117,2,12,L 5,15533,2:19,2024,PHI
15,2024-11-22,7:00p,Home,Brooklyn Nets,W,113,98,3,12,W 1,19817,2:06,2024,PHI
16,2024-11-24,6:00p,Home,Los Angeles Clippers,L,99,125,3,13,L 1,19780,2:13,2024,PHI
17,2024-11-27,7:00p,Home,Houston Rockets,L,115,122,3,14,L 2,19765,2:40,2024,PHI
18,2024-11-30,7:00p,Away,Detroit Pistons,W,111,96,4,14,W 1,22062,2:12,2024,PHI
19,2024-12-03,7:00p,Away,Charlotte Hornets,W,110,104,5,14,W 2,14956,2:18,2024,PHI
20,2024-12-04,7:30p,Home,Orlando Magic,L,102,106,5,15,L 1,19851,2:21,2024,PHI
21,2024-12-06,7:00p,Home,Orlando Magic,W,102,94,6,15,W 1,19802,2:24,2024,PHI
22,2024-12-08,1:00p,Away,Chicago Bulls,W,108,100,7,15,W 2,18837,2:10,2024,PHI
23,2024-12-13,7:00p,Home,Indiana Pacers,L,107,121,7,16,L 1,19771,2:17,2024,PHI
24,2024-12-16,7:00p,Away,Charlotte Hornets,W,121,108,8,16,W 1,14677,2:22,2024,PHI
25,2024-12-20,7:00p,Home,Charlotte Hornets,W,108,98,9,16,W 2,20291,2:16,2024,PHI
26,2024-12-21,8:00p,Away,Cleveland Cavaliers,L,99,126,9,17,L 1,19432,2:06,2024,PHI
27,2024-12-23,7:00p,Home,San Antonio Spurs,W,111,106,10,17,W 1,19986,2:20,2024,PHI
28,2024-12-25,5:00p,Away,Boston Celtics,W,118,114,11,17,W 2,19156,2:23,2024,PHI
29,2024-12-28,9:30p,Away,Utah Jazz,W,114,111,12,17,W 3,18175,2:31,2024,PHI
30,2024-12-30,10:00p,Away,Portland Trail Blazers,W,125,103,13,17,W 4,16721,2:27,2024,PHI
31,2025-01-01,10:00p,Away,Sacramento Kings,L,107,113,13,18,L 1,16024,2:18,2024,PHI
32,2025-01-02,10:00p,Away,Golden State Warriors,L,105,139,13,19,L 2,18064,2:16,2024,PHI
33,2025-01-04,6:00p,Away,Brooklyn Nets,W,123,94,14,19,W 1,17926,2:16,2024,PHI
34,2025-01-06,7:00p,Home,Phoenix Suns,L,99,109,14,20,L 1,19791,2:16,2024,PHI
35,2025-01-08,7:00p,Home,Washington Wizards,W,109,103,15,20,W 1,19762,2:18,2024,PHI
36,2025-01-10,7:00p,Home,New Orleans Pelicans,L,115,123,15,21,L 1,19779,2:12,2024,PHI
37,2025-01-12,6:00p,Away,Orlando Magic,L,99,104,15,22,L 2,17723,2:35,2024,PHI
38,2025-01-14,7:00p,Home,Oklahoma City Thunder,L,102,118,15,23,L 3,19771,2:05,2024,PHI
39,2025-01-15,7:00p,Home,New York Knicks,L,119,125,15,24,L 4,20088,2:34,2024,PHI
40,2025-01-18,7:00p,Away,Indiana Pacers,L,102,115,15,25,L 5,17274,2:20,2024,PHI
41,2025-01-19,7:00p,Away,Milwaukee Bucks,L,109,123,15,26,L 6,17345,2:09,2024,PHI
42,2025-01-21,10:00p,Away,Denver Nuggets,L,109,144,15,27,L 7,19521,2:12,2024,PHI
43,2025-01-24,7:00p,Home,Cleveland Cavaliers,W,132,129,16,27,W 1,19760,2:25,2024,PHI
44,2025-01-25,8:00p,Away,Chicago Bulls,W,109,97,17,27,W 2,20153,2:07,2024,PHI
45,2025-01-28,7:30p,Home,Los Angeles Lakers,W,118,104,18,27,W 3,19775,2:18,2024,PHI
46,2025-01-29,7:30p,Home,Sacramento Kings,W,117,104,19,27,W 4,19770,2:08,2024,PHI
47,2025-01-31,7:30p,Home,Denver Nuggets,L,134,137,19,28,L 1,19764,2:19,2024,PHI
48,2025-02-02,6:00p,Home,Boston Celtics,L,110,118,19,29,L 2,19766,2:22,2024,PHI
49,2025-02-04,7:00p,Home,Dallas Mavericks,W,118,116,20,29,W 1,19756,2:17,2024,PHI
50,2025-02-05,7:30p,Home,Miami Heat,L,101,108,20,30,L 1,19770,2:18,2024,PHI
51,2025-02-07,7:30p,Away,Detroit Pistons,L,112,125,20,31,L 2,19241,2:29,2024,PHI
52,2025-02-09,2:00p,Away,Milwaukee Bucks,L,127,135,20,32,L 3,17341,2:20,2024,PHI
53,2025-02-11,7:00p,Home,Toronto Raptors,L,103,106,20,33,L 4,19767,2:08,2024,PHI
54,2025-02-12,7:30p,Away,Brooklyn Nets,L,96,100,20,34,L 5,16133,2:16,2024,PHI
55,2025-02-20,7:00p,Home,Boston Celtics,L,104,124,20,35,L 6,19752,2:09,2024,PHI
56,2025-02-22,7:30p,Home,Brooklyn Nets,L,103,105,20,36,L 7,20431,2:14,2024,PHI
57,2025-02-24,7:00p,Home,Chicago Bulls,L,110,142,20,37,L 8,19765,2:20,2024,PHI
58,2025-02-26,7:00p,Away,New York Knicks,L,105,110,20,38,L 9,19812,2:25,2024,PHI
59,2025-03-01,8:30p,Home,Golden State Warriors,W,126,119,21,38,W 1,20159,2:30,2024,PHI
60,2025-03-03,7:00p,Home,Portland Trail Blazers,L,102,119,21,39,L 1,19776,2:01,2024,PHI
61,2025-03-04,8:00p,Away,Minnesota Timberwolves,L,112,126,21,40,L 2,17297,2:11,2024,PHI
62,2025-03-06,7:30p,Away,Boston Celtics,L,105,123,21,41,L 3,19156,2:12,2024,PHI
63,2025-03-09,7:30p,Home,Utah Jazz,W,126,122,22,41,W 1,19757,2:20,2024,PHI
64,2025-03-10,7:30p,Away,Atlanta Hawks,L,123,132,22,42,L 1,15269,2:12,2024,PHI
65,2025-03-12,7:30p,Away,Toronto Raptors,L,105,118,22,43,L 2,18864,2:10,2024,PHI
66,2025-03-14,7:00p,Home,Indiana Pacers,L,100,112,22,44,L 3,19758,2:10,2024,PHI
67,2025-03-16,1:00p,Away,Dallas Mavericks,W,130,125,23,44,W 1,19825,2:11,2024,PHI
68,2025-03-17,8:00p,Away,Houston Rockets,L,137,144,23,45,L 1,16648,2:42,2024,PHI
69,2025-03-19,8:00p,Away,Oklahoma City Thunder,L,100,133,23,46,L 2,18203,2:00,2024,PHI
70,2025-03-21,8:00p,Away,San Antonio Spurs,L,120,128,23,47,L 3,17803,2:12,2024,PHI
71,2025-03-23,6:00p,Away,Atlanta Hawks,L,119,132,23,48,L 4,16161,2:11,2024,PHI
72,2025-03-24,8:00p,Away,New Orleans Pelicans,L,99,112,23,49,L 5,16987,2:04,2024,PHI
73,2025-03-26,7:00p,Home,Washington Wizards,L,114,119,23,50,L 6,19770,2:04,2024,PHI
74,2025-03-29,7:30p,Home,Miami Heat,L,95,118,23,51,L 7,20079,1:57,2024,PHI
75,2025-03-30,7:30p,Home,Toronto Raptors,L,109,127,23,52,L 8,19785,2:01,2024,PHI
76,2025-04-01,7:30p,Away,New York Knicks,L,91,105,23,53,L 9,19314,2:10,2024,PHI
77,2025-04-03,7:00p,Home,Milwaukee Bucks,L,113,126,23,54,L 10,19763,2:13,2024,PHI
78,2025-04-05,7:00p,Home,Minnesota Timberwolves,L,109,114,23,55,L 11,19755,2:21,2024,PHI
79,2025-04-07,7:30p,Away,Miami Heat,L,105,117,23,56,L 12,19700,2:06,2024,PHI
80,2025-04-09,7:00p,Away,Washington Wizards,W,122,103,24,56,W 1,17222,2:16,2024,PHI
81,2025-04-11,7:00p,Home,Atlanta Hawks,L,110,124,24,57,L 1,19752,2:09,2024,PHI
82,2025-04-13,1:00p,Home,Chicago Bulls,L,102,122,24,58,L 2,20059,2:00,2024,PHI
1,2024-10-23,8:00p,Away,Houston Rockets,W,110,105,1,0,W 1,18055,2:20,2024,CHO
2,2024-10-25,7:30p,Away,Atlanta Hawks,L,120,125,1,1,L 1,14433,2:32,2024,CHO
3,2024-10-26,7:00p,Home,Miami Heat,L,106,114,1,2,L 2,19102,2:23,2024,CHO
4,2024-10-30,7:00p,Home,Toronto Raptors,W,138,133,2,2,W 1,13113,2:18,2024,CHO
5,2024-11-01,7:00p,Home,Boston Celtics,L,109,124,2,3,L 1,18557,2:17,2024,CHO
6,2024-11-02,6:00p,Home,Boston Celtics,L,103,113,2,4,L 2,19253,2:09,2024,CHO
7,2024-11-04,9:00p,Away,Minnesota Timberwolves,L,93,114,2,5,L 3,18978,2:15,2024,CHO
8,2024-11-06,7:00p,Home,Detroit Pistons,W,108,107,3,5,W 1,13247,2:11,2024,CHO
9,2024-11-08,7:00p,Home,Indiana Pacers,W,103,83,4,5,W 2,17024,2:13,2024,CHO
10,2024-11-10,7:00p,Away,Philadelphia 76ers,L,105,107,4,6,L 1,19764,2:47,2024,CHO
11,2024-11-12,7:00p,Away,Orlando Magic,L,89,114,4,7,L 2,17541,2:12,2024,CHO
12,2024-11-16,3:00p,Home,Milwaukee Bucks,W,115,114,5,7,W 1,19145,2:15,2024,CHO
13,2024-11-17,6:00p,Away,Cleveland Cavaliers,L,114,128,5,8,L 1,19432,2:16,2024,CHO
14,2024-11-19,7:30p,Away,Brooklyn Nets,L,115,116,5,9,L 2,18117,2:32,2024,CHO
15,2024-11-21,7:00p,Home,Detroit Pistons,W,123,121,6,9,W 1,14671,2:39,2024,CHO
16,2024-11-23,8:00p,Away,Milwaukee Bucks,L,119,125,6,10,L 1,17341,2:21,2024,CHO
17,2024-11-25,7:00p,Home,Orlando Magic,L,84,95,6,11,L 2,14898,2:20,2024,CHO
18,2024-11-27,7:00p,Home,Miami Heat,L,94,98,6,12,L 3,17710,2:14,2024,CHO
19,2024-11-29,12:00p,Home,New York Knicks,L,98,99,6,13,L 4,19313,2:17,2024,CHO
20,2024-11-30,6:00p,Home,Atlanta Hawks,L,104,107,6,14,L 5,17969,2:20,2024,CHO
21,2024-12-03,7:00p,Home,Philadelphia 76ers,L,104,110,6,15,L 6,14956,2:18,2024,CHO
22,2024-12-05,7:30p,Away,New York Knicks,L,101,125,6,16,L 7,19812,2:08,2024,CHO
23,2024-12-07,1:00p,Home,Cleveland Cavaliers,L,102,116,6,17,L 8,18832,2:14,2024,CHO
24,2024-12-08,5:00p,Away,Indiana Pacers,W,113,109,7,17,W 1,17274,2:22,2024,CHO
25,2024-12-13,8:00p,Away,Chicago Bulls,L,95,109,7,18,L 1,19543,2:08,2024,CHO
26,2024-12-16,7:00p,Home,Philadelphia 76ers,L,108,121,7,19,L 2,14677,2:22,2024,CHO
27,2024-12-19,7:00p,Away,Washington Wizards,L,114,123,7,20,L 3,15256,2:24,2024,CHO
28,2024-12-20,7:00p,Away,Philadelphia 76ers,L,98,108,7,21,L 4,20291,2:16,2024,CHO
29,2024-12-23,7:00p,Home,Houston Rockets,L,101,114,7,22,L 5,19134,2:03,2024,CHO
30,2024-12-26,7:00p,Away,Washington Wizards,L,110,113,7,23,L 6,17193,2:25,2024,CHO
31,2024-12-28,6:00p,Home,Oklahoma City Thunder,L,94,106,7,24,L 7,19325,2:09,2024,CHO
32,2024-12-30,7:00p,Home,Chicago Bulls,L,108,115,7,25,L 8,19197,2:24,2024,CHO
33,2025-01-03,7:00p,Away,Detroit Pistons,L,94,98,7,26,L 9,18866,2:22,2024,CHO
34,2025-01-05,6:00p,Away,Cleveland Cavaliers,L,105,115,7,27,L 10,19432,2:06,2024,CHO
35,2025-01-07,7:00p,Home,Phoenix Suns,W,115,104,8,27,W 1,16647,2:16,2024,CHO
36,2025-01-12,9:00p,Away,Phoenix Suns,L,113,120,8,28,L 1,17071,2:16,2024,CHO
37,2025-01-15,9:00p,Away,Utah Jazz,W,117,112,9,28,W 1,18175,2:09,2024,CHO
38,2025-01-17,8:00p,Away,Chicago Bulls,W,125,123,10,28,W 2,20598,2:11,2024,CHO
39,2025-01-20,12:00p,Home,Dallas Mavericks,W,110,105,11,28,W 3,19314,2:21,2024,CHO
40,2025-01-22,8:00p,Away,Memphis Grizzlies,L,120,132,11,29,L 1,15971,2:14,2024,CHO
41,2025-01-24,7:00p,Home,Portland Trail Blazers,L,97,102,11,30,L 2,16228,2:20,2024,CHO
42,2025-01-25,7:00p,Home,New Orleans Pelicans,W,123,92,12,30,W 1,18461,2:07,2024,CHO
43,2025-01-27,7:00p,Home,Los Angeles Lakers,L,107,112,12,31,L 1,19483,2:16,2024,CHO
44,2025-01-29,7:00p,Home,Brooklyn Nets,L,83,104,12,32,L 2,14307,2:09,2024,CHO
45,2025-01-31,7:00p,Home,Los Angeles Clippers,L,104,112,12,33,L 3,15342,2:14,2024,CHO
46,2025-02-01,7:00p,Home,Denver Nuggets,L,104,107,12,34,L 4,19106,2:10,2024,CHO
47,2025-02-03,7:00p,Home,Washington Wizards,L,114,124,12,35,L 5,14129,2:13,2024,CHO
48,2025-02-05,7:00p,Home,Milwaukee Bucks,L,102,112,12,36,L 6,14385,2:00,2024,CHO
49,2025-02-07,7:00p,Home,San Antonio Spurs,W,117,116,13,36,W 1,19290,2:20,2024,CHO
50,2025-02-09,1:00p,Away,Detroit Pistons,L,102,112,13,37,L 1,18740,2:15,2024,CHO
51,2025-02-10,7:30p,Away,Brooklyn Nets,L,89,97,13,38,L 2,16013,2:14,2024,CHO
52,2025-02-12,7:00p,Away,Orlando Magic,L,86,102,13,39,L 3,18947,2:04,2024,CHO
53,2025-02-19,10:00p,Away,Los Angeles Lakers,W,100,97,14,39,W 1,18997,2:15,2024,CHO
54,2025-02-20,9:00p,Away,Denver Nuggets,L,115,129,14,40,L 1,19870,1:58,2024,CHO
55,2025-02-22,10:00p,Away,Portland Trail Blazers,L,88,141,14,41,L 2,18501,2:04,2024,CHO
56,2025-02-24,10:00p,Away,Sacramento Kings,L,88,130,14,42,L 3,17832,2:13,2024,CHO
57,2025-02-25,10:00p,Away,Golden State Warriors,L,92,128,14,43,L 4,18064,2:05,2024,CHO
